-0:10 | Nana☆: IKZ
28:48 | Kei___: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
28:48 | koyo: PERFECT
28:48 | forestgreenking: iconic fr
28:48 | ha.: :baguette_bread::baguette_bread::baguette_bread:
28:48 | Van : zALAYYY
28:48 | pogpogpurin: WOOOOO
28:48 | 紫魚: amazing:blue_heart::purple_heart::blue_heart::purple_heart::blue_heart:
28:48 | ひとみHitomi: LMAOO IT WAS GOOD
28:49 | tomi🧻: :clapping_hands::clapping_hands::clapping_hands:
28:49 | Eni: ITS GOOD!!!!
28:49 | Mortal_Kitsune: Let’s get it started now?
28:50 | pukupuku: i love that
28:50 | itz_nøva: :washhands::washhands::washhands::washhands::washhands::washhands::washhands::washhands::washhands::washhands::washhands::washhands::washhands:
28:50 | 달그림자: so good
28:50 | Jolly Shandy: its greatttt
28:50 | Cartoon: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
28:50 | 二一: so cute:virtualhug:
28:50 | icey: :yougotthis::yougotthis::yougotthis::yougotthis:
28:50 | zivanka zorine: it was very very slay
28:50 | MALICE: JAZZ ON THE CLOCK NEXT?????
28:50 | kuououo: I love u:clapping_hands::clapping_hands::clapping_hands:
28:50 | Clownahh: Masterpiece :virtualhug::virtualhug:
28:50 | 肥肥安-vivien-ひひあん: So Cute
28:50 | CHUUUUUU_: like it very muchhhhhhhhhhhhhhh
28:51 | Shiki: PERFECT
28:51 | Delya Sous: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
28:51 | corri: LMAOOOO
28:51 | Myn Chans: :clapping_hands::clapping_hands:
28:51 | Halcyon ʕ•̀ o • ʔ: hey zali how do you feel🫦
28:51 | Eleanor Gabriella Roswell: SHEEEEESH
28:51 | Arsen: STUCK IN THE ABYSS NEXT LETS GOOOO
28:51 | ~Cassie chan🌀: wwwwwwaaaaaaaaaa
28:52 | sena babugurl: TSKR DEEP VOICE
28:52 | niqoru: LMAOOO
28:52 | Dauphin S: lmaooo
28:52 | huuuma😈: lmaoooo
28:52 | aria syu: u so cuteee
28:52 | Shiry: LOL
28:52 | ペギー: perfect
28:52 | GnomeEngi: TSKR
28:52 | SPIRIT_Zendru: 👏🏽👏🏽👏🏽👏🏽👏🏽👏🏽👏🏽
28:52 | Angel: OFHENCHWNDH
28:52 | シズ☆Jean: LMAOOOO
28:52 | Lizzie: AMAZING ZALI
28:52 | XI: TSKR
28:52 | Yuri: LOL
28:52 | Shinsei_Amartia: 𝚂𝚝𝚞𝚌𝚔 𝚒𝚗 𝚝𝚑𝚎 𝚊𝚋𝚢𝚜𝚜??????
28:52 | helia 🌻: PLS JSJSJ
28:53 | Keii: AHAHAH TSKRRR
28:53 | ninggg: Tskr!!!
28:53 | Cheii: LMAOO
28:53 | Kaufie: lmaoooo
28:53 | 渋い。♡: VEZALIUS AKUMA
28:53 | Sophie Kreideprinzessin: WOOO:baguette_bread::baguette_bread::baguette_bread::baguette_bread:
28:53 | demidemi: lmaoooo 
28:53 | Violet Evergarden: LOLOLOLOL
28:53 | rayosmemokamikaze: :virtualhug::virtualhug::virtualhug::virtualhug::virtualhug::virtualhug::virtualhug::virtualhug:
28:53 | Kaede Saiko: Noooo I'm laaate :loudly_crying_face:
28:53 | CHUUUUUU_: LMAOOOOO
28:54 | 水夏 Suika: :face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:
28:54 | サクれお (Sakuleo): :rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:
28:54 | s1a1m0m0i3: LAMO
28:54 | Upei-うぺぃ-: WOOO
28:54 | zel: LMAOOOOOOOO
28:54 | Cändle: :clapping_hands::clapping_hands::clapping_hands:
28:54 | icey: :elbowcough::elbowcough::elbowcough::elbowcough:
28:54 | Zia: impressive lmao
28:54 | Kei___: TSKR
28:54 | Anna: すごいにてる！
28:55 | Miyo: Lmaoooo 
28:55 | Casper: :loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::clapping_hands::clapping_hands::clapping_hands:
28:55 | Umbrosa: TSKR
28:55 | N_ Layya: ayooo
28:55 | KOYA: SO GOOD！TSKR
28:55 | Luunayuki_: TSKRRR
28:55 | Dewie[Mist]: :clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands:
28:55 | XI: WOOOO
28:55 | EyWhoえふ: LMAOOOO 
28:56 | 緹拉米蘇: I like it www
28:56 | Zoë van der Hor: :clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands:
28:56 | • Cørrūpt •: SLAYY ZALII :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
28:56 | Biidaoo: omg Zali…
28:56 | Mai Nishida 🎸🌙: let's get started
28:56 | yume: woooooo
28:56 | Lizzy: TSKR
28:56 | Puffin purinn: :baguette_bread::baguette_bread::baguette_bread::baguette_bread:
28:56 | Alex 💟💜: TSKRRR :baguette_bread::baguette_bread::baguette_bread:
28:56 | saffrina ainaa: chat's rizzed
28:56 | Shozubon GG: HAHAHAHAHA
28:56 | Upei-うぺぃ-: TSKR
28:57 | simping for zali nom nom: AHAHAHAHHA
28:57 | Ayu: TSKR
28:57 | 🍪cookie: tskr
28:57 | Summer 👹🧧: 10/10!
28:57 | Lureirrè!: ITS CUTE HAHAHA
28:57 | sandi ★: LMAOOO TSKR
28:57 | Small AnnA_アンナ: OMG
28:57 | yuuhoooo: Woah
28:57 | Helluva_Brother: Lmaoo
28:58 | Malenda: TSKR
28:58 | Meutiny: HEY LADY
28:58 | Cheii: :clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands:
28:58 | Nana☆: :clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands:
28:58 | Avi: SLAAAYYYYY
28:58 | 桃也toya: TSKR
28:58 | churu: :elbowcough::elbowcough::elbowcough::elbowcough:
28:58 | Makino_Chinna: Omg vox is that you
28:58 | yoisvrs: AAAAA ZALIIIIIII
28:58 | Carla Lou: HIII
28:58 | 杏仁ouo: wowwwwwwwwwwwwwwwwwwww
28:58 | forg: AYO??
28:58 | solarion: Lol
28:58 | blue ブルー: TSKR TSKR
28:59 | La Signora: AMAZING
28:59 | Spica: :hundred_points:
28:59 | Chels: STUCK IN THE ABYSS
28:59 | Jelly: OMG ZALI
28:59 | ๋Jane Queenlaze: :clapping_hands::clapping_hands::clapping_hands:
28:59 | Lulu's Flametastic: VOX BANDAGE YUP
28:59 | Pudding Hsu: you are so nice
28:59 | Orbital: tskr
28:59 | ダークナイター // Darknighter : IT'S AWESOME 
29:00 | Miyu: next ones gonna make me cry fr
29:00 | Himiko Toga: STUCK IN THE ABYSS!!!!!
29:00 | Lovely Neko: ZALI AKUMA
29:00 | HiJoyceᅵᄒ w ᄒ ᅵ: I LOVE THAT VOICE HAHHAHA ZALI TSKRREE
29:00 | Lunair: TSKRRRR
29:00 | Zerryyy: LMAOOOOOO
29:01 | x.ngie_xx: TSKR
29:01 | minianntoni: :clapping_hands::clapping_hands::clapping_hands::clapping_hands:
29:01 | ELIO: DEEP VOICE TSKRRRRR
29:01 | Shu's Simp: :elbowcough::elbowcough::elbowcough:
29:01 | Benilde: LMAOAKAKAKAKAKAKAKDKEKD
29:01 | Acil Eysil: TSRKKK
29:01 | Esther Kwong: Woooooo
29:01 | Maria: TSKR
29:01 | nori^｡ꞈ｡^: TSKR
29:01 | Angie 💫🦁: You’re so good hehehe
29:01 | ~Cassie chan🌀: 8.5k
29:02 | かのは: GOOD
29:02 | Harmo Kyo: LMAOOO TSSKR
29:02 | yuee: :clapping_hands::clapping_hands::clapping_hands:
29:03 | k [a litol pepperoni 🔴]: perfect amazing fantastic :sparkles:
29:03 | miloxo: stuck in the abyss 
29:03 | てんた: :clapping_hands::clapping_hands::clapping_hands:
29:03 | しろはなだ: TSKR
29:03 | Upei-うぺぃ-: :clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands:
29:03 | Soruu: Vox Bandage :double_exclamation_mark::fire:
29:03 | 狄娜Dina: CHEFSSS KISSS
29:04 | char: WOOO
29:04 | 🌭varmy🌭: WHY DOES HE SOUND BRITISH WHEN HE DOES THAT
29:04 | maya 💛: sounds just like him 
29:05 | としか- Auri: :rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:
29:05 | 暁山瑞希絕緣體: TSKR
29:05 | 颯沓: TSKR
29:05 | Luvienne: :baguette_bread::baguette_bread::baguette_bread:
29:05 | 幸村さだ吉: tskr
29:05 | vaish: JASS ON CLOCK?
29:05 | hato: tskr
29:05 | Itz_Komi: That Was AMAZAING!!!!! It was PERFECT!
29:05 | Caerus: :face_with_tears_of_joy::baguette_bread::baguette_bread::baguette_bread:
29:05 | clearbubble: LOL ZALI
29:05 | Celi~ mi🐹: Cool Cool
29:06 | rokkaku: slya
29:06 | Sara: LETS GET IT STARTED
29:06 | Thefangirl2002: STUCK IN THE ABYSS
29:06 | julie: vez akuma
29:06 | Almrr [ An ]: AMAZINGG
29:07 | Lilly Hong: :clapping_hands::clapping_hands::clapping_hands:
29:07 | akie: PEW PEW PEW PEW
29:07 | Celeste MPG: VEZAKUMA
29:07 | Chichi: stuck in the abyss ~
29:07 | 星降る夜: STUCK IN THE ABYSS
29:07 | Filia Ju: Lamo
29:07 | authenticated sofa: HYDRATE ZALI
29:07 | Hatsu: :virtualhug::virtualhug::virtualhug::virtualhug:
29:08 | dashie: IT WAS BEAUTIFUL
29:08 | reiraレイラ: KANPEKI
29:08 | Nanahoshi: :clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands:
29:08 | Minaries: 👏🏻👏🏻👏🏻👏🏻👏🏻
29:09 | soonidonidori: SLAY
29:09 | Chels: SO AMAZINGGG
29:09 | FangXD: AAAAAAAAAA
29:09 | char: :clapping_hands::clapping_hands::clapping_hands:
29:09 | frizzypop: STUCK IN THE ABYSS
29:09 | PinkWillow: TSKR
29:10 | Pickaboo: stuck in the abyss ???
29:10 | Yutaya: IKEMEN VOICE WWW TSKR
29:10 | Mind °•♡: STUCK IN THE ABYSS
29:10 | 《°•Mystic Zen•°》: Stuck in the Abyss
29:10 | Evi: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
29:10 | Kei: STUCK IN THE ABYSS
29:10 | andreii ≥ω≤: STUCK IN THE ABYSS
29:11 | み: けっこう似てた
29:11 | ~Cassie chan🌀: LMAO
29:11 | PIRVOXIN: STUCK IN THE A--SS :man_dancing::man_dancing::man_dancing:
29:11 | Ashstorm🖋️: :clapping_hands::clapping_hands::clapping_hands:
29:11 | ★ lily: STUCK IN THE ABYSSSSSSSS
29:11 | Ace: 111
29:11 | Dahlia: :clapping_hands::clapping_hands:
29:11 | toastbread: TSKR
29:11 | Chels: WHOOOO
29:11 | 夏玨: Stuck In The Abyss~~~
29:11 | Ruruo: 10000/10
29:12 | Orbital: dide got possessed by vox
29:12 | paula: :clapping_hands::clapping_hands::clapping_hands::clapping_hands:
29:12 | Lydia葉: :clapping_hands::clapping_hands::clapping_hands:
29:13 | Luna: ZALI AKUMA :fire:
29:13 | Sam!! : YOUR VOX IMPRESSION GOT ME GIGGLING AT 5AM
29:13 | Xiaoyun👟☯️: :clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands:
29:13 | ninggg: 賽高 
29:13 | minianntoni: 100/10
29:13 | Lavender: :clapping_hands::clapping_hands::clapping_hands:
29:13 | Halcyon ʕ•̀ o • ʔ: hey zali how do you feel🫦
29:13 | paulina: YES YES
29:14 | p87: STUCKIN THE ABYSSS
29:14 | fia: Stuck in the abyss:elbowcough::elbowcough:
29:14 | charlie: stuck in the abyss now ??
29:14 | Akiii: :baguette_bread::baguette_bread:
29:14 | A子: very vox TSKR
29:14 | 藤まんじゅう: すてき
29:14 | tabris: :baguette_bread::baguette_bread::baguette_bread::baguette_bread:
29:14 | Rei-san: 10/10
29:15 | shuixuan水宣: tskr
29:15 | 🌌Aster🌌: :blue_heart::purple_heart::blue_heart::purple_heart:
29:15 | Reichi: PEW PEW TIMEEE!!
29:15 | forestgreenking: it was very french, amazing 
29:15 | EL: I LOVE THAT ONES SKSKSKSK:face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy:
29:15 | pengi: :virtualhug::virtualhug::virtualhug:
29:15 | Pink Nightshade: That deep voice tho :grinning_squinting_face:
29:15 | sarah: jazz on the clock
29:15 | yzabel ♡: WOOOOOOO
29:16 | Pudding Hsu: stuck in the abyss
29:16 | Thea Alipat: stuck in the abyss
29:16 | Deret: TSKRRR
29:16 | iluna's banker: TSKRRRRRR
29:16 | kyuaaa: TSKRRRRRRRRRRRR
29:16 | Lureirrè!: STUCK IN THE ABYSSSSSS
29:16 | Acil Eysil: tskrr
29:16 | Lolipk🧸: :baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread::baguette_bread:
29:17 | Laurahowify: STUCK IN THE ABYSS???
29:17 | /ᐠ｡ꞈ｡ᐟ\ 7 [o7]: it was great
29:17 | Nielle Ong: STUCK IN THE ABYSSS
29:17 | Sika 鹿(しか): Tskrrrr
29:17 | exwnie: tskr
29:17 | Sky (スカイ): this one is gonna hurt :,)
29:18 | miloxo: tskr:>
29:18 | ◇ᴊᴀꜱʟʏɴ◇: stuck in the abyss!!! let's gooooo~
29:18 | 朝比奈ゆめ: Stuck in the Abyss
29:18 | Yuta: Stuck in abyss 
29:18 | Nicholas Dropscythe: STUCK IN THE ABYSSS
29:18 | pengi: :elbowcough::elbowcough::elbowcough:
29:18 | 星降る夜: STUCK IN THE ABYSS
29:18 | p87: PEW PEw PEw
29:19 | Yutaya: YEAAAH
29:19 | ishi: 8.5K WOOOOAAAAHHH
29:20 | Scarlett Grace Hernandez: JAZZ ON THE CLOCK???
29:20 | Gl1tch: STUCK IN THE ABYSS
29:20 | mrshhmllow[pie]: STUCK IN THE ABYSS
29:20 | CSFYP_Gacha: Your Vox impression is really GOOD :clapping_hands::clapping_hands:
29:20 | Fumii: STUCK IN THE ABYSSS
29:20 | Peter Kester: ARE WE GETTING JAZZ ON THE CLOCK
29:20 | Sharon: I feel very excited www
29:20 | Xiaoyun👟☯️: :thumbs_up::thumbs_up::thumbs_up::thumbs_up:
29:20 | nm ks: That’s impressive!
29:20 | Akiii: :croissant::croissant::croissant:
29:20 | Ashley🧻🦁: Perfect!!!!!
29:21 | Nightmare_Taco: STUCK IN THE ABYSS AAAAAAAA
29:21 | Hamma: it's perfect
29:21 | jae 𓆩♡𓆪: JAZZ ON THE CLOCKKK
29:22 | Malenda: STUCK IN THE ABYSS
29:22 | H@ruk3☆: it was amazing!
29:22 | Thefangirl2002: :elbowcough::elbowcough::elbowcough::elbowcough:
29:22 | p87: PEW PEW PEW
29:22 | lunaxn: LMAOOO
29:22 | Anton [The UltraRare Sheep]: TSKR
29:22 | Kyreah Reo: :elbowcough::elbowcough::elbowcough:
29:22 | suzuri: pew pew time?
29:22 | Pearl O: STUCK IN THE ABYSSS
29:23 | Nijissimp_Tina: 👏🏾👏🏾👏🏾
29:23 | Arisu-san: Wanna hear hold it down
29:23 | 渋い。♡: VOX BANDAGE
29:23 | Carla Lou: TSKRRR
29:23 | Nagisa: JOTC
29:23 | ghostaje: you r my hope in the dark zalius <3
29:23 | Betty Potato: :baguette_bread::baguette_bread:
29:24 | Lei-Lei 💜👾: STUCK IN THE ABYSS?
29:24 | Sukaretto - I BAA in Peace: jazz on the clock? or stuck in the abyss?
29:24 | Yuri: THE RAP
29:24 | yiyi: :virtualhug::virtualhug::virtualhug::virtualhug::virtualhug::virtualhug::virtualhug:
29:24 | North Polaris: VEZALIUS AKUMA REAL
29:24 | Yui🪼: Jazz on the clock?
29:25 | Acil Eysil: :baguette_bread::baguette_bread::baguette_bread:
29:25 | kael :3: IKZZZ
29:25 | Harumi🌸💛: :yougotthis::yougotthis::yougotthis:
29:25 | TylerTA: Nah you did great!
29:25 | --Jaycee--: JAZZ ON THE CLOCK OR STUCK IN THE ABYSS?!?
29:25 | NadKari: STUCK IN THE ABYSS S
29:25 | Shanney: :yougotthis::yougotthis::yougotthis:
29:25 | sximp ݈݇-: Lets get starteddd
29:25 | Lilly Hong: :clapping_hands::clapping_hands::clapping_hands:
29:25 | pigeon: IT WAS GREAT! AHHA
29:25 | 藤まんじゅう: ありがとう！
29:25 | Psycho Pearl: YOU DID GREAT
29:25 | Zerryyy: :clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands:
29:26 | Mari: Stuck in the Abysssss
29:26 | VoMal: STUCK IN THE ABYSS
29:26 | Biidaoo: the rap part
29:27 | すゆう: :face-red-heart-shape:
29:27 | ~Cassie chan🌀: :yougotthis::yougotthis::yougotthis::yougotthis::elbowcough::elbowcough::elbowcough::elbowcough:
29:27 | kz_yun芸: tskrrr
29:27 | NightOwol: you did great 
29:27 | Yiho Alcor: the rap one
29:27 | doriori: U NAILED IT
29:27 | ali_ordinary: Stuck in the abyss
29:27 | moon: STUCK IN ABYSSS
29:27 | OnePunchEgg: Stuck in the abyss
29:28 | Upei-うぺぃ-: PERFECT TEN:elbowcough::elbowcough::elbowcough:
29:28 | Akatsuki: THE RAP 
29:28 | Hera: your voice is handsome 
29:28 | DEE: JAZZ PLS
29:28 | Clownahh: Stuck in the abyss :fire::fire:
29:28 | wennn yii: :ogre:/10
29:28 | jayiithecarrot: stuck in the abyss lezzgooo
29:28 | Xiaoyun👟☯️: :red_heart::orange_heart::yellow_heart::blue_heart::purple_heart:
29:28 | 《°•Mystic Zen•°》: Pew Pew Time
29:28 | Angie 💫🦁: iluna let’s get it started 
29:28 | corri: U DID GOOOOD
29:29 | char: STUCK IN THE ABYSS
29:29 | Suma: Stuck in the Abyss lezzgoooo
29:29 | Staar: YOU DID SO WELL!!!
29:29 | Halcyon ʕ•̀ o • ʔ: :baguette_bread::baguette_bread::baguette_bread::baguette_bread:
29:29 | ぽぽぽーん: かっこよかった:clapping_hands:
29:29 | 花トラ🐾-Hanatora-: :baguette_bread::baguette_bread::baguette_bread:
29:29 | Celeste MPG: IKZZZ STUCK IN THE ABYSSS
29:29 | pengi: :baguette_bread::baguette_bread::baguette_bread:
29:29 | Jolly Shandy: voxalius bandage lesgooo
29:30 | Ximena López: you did great!
29:30 | mizuki_fumiko: PEW PEW PEW
29:30 | cheeseflavourskittle: ZOX BANDAGUMA 
29:30 | Mimichan: You did so well!!!! I was absolutely blown away
29:30 | Maki Bo: WOOOHOOO
29:30 | lia𖤐: stuck in the abyss?
29:30 | Lil Zaa: stuck in the abysss next ayyyy??
29:30 | Ezlo The Wizard: yess well donee
29:31 | Lia: STUCK IN THE ABYSS TIME LETS GOOO
29:31 | Shanney: :clapping_hands::clapping_hands::clapping_hands::clapping_hands:
29:31 | Yajle Gaite (nomogi) 🖋️: YOU DID AMAZING 
29:31 | SunKat: :hundred_points:
29:31 | DekKis Ryouko: STUCK IN ABYSS PEW PEW PEW
29:31 | //Love🦋AKI: He Nailed it
29:31 | lovewave: ABYSS
29:31 | Harumi🌸💛: :elbowcough::elbowcough::elbowcough:
29:31 | Ema Kolić: STUCK IN THE ABBYSSSS
29:31 | VezkiD🧻🌨️: YAAY IT WAS GREAT
29:32 | Orbital: vox possession fr fr fr
29:32 | usachi (•ねち•): OMG
29:32 | Vivy Ann: stuck in the abysssss
29:32 | pigeon: THAT WAS SUPER FUN!!!
29:32 | ying 🌼: STUCK IN THE ABYSS
29:32 | Maki Bo: STUCK IN THE ABYSS
29:32 | Như Ý: :virtualhug::virtualhug::virtualhug::virtualhug::virtualhug::virtualhug:
29:32 | A Lag: :virtualhug::yougotthis::virtualhug::virtualhug::yougotthis:
29:32 | ☾ 𝓒𝓾𝓽𝓲𝓮 𝓟𝓲𝓮 𝓭𝓸𝓮𝔃 𝓖𝓐𝓒𝓗𝓐 ☽: LE PEW PEW SONG
29:32 | chels: LETSGO STUCK IN THE ABYSS TIMEEE
29:32 | tomi🧻: PEW PEW PEW
29:32 | Marshall: YOU DID GREAAT
29:33 | きちこ: stuck in the abyss!!!!
29:33 | helia 🌻: the high note part was amazing woah
29:33 | Piya: STUCK IN THE ABYSSSSSSS
29:33 | Alekksu: STUCK IN THE ABYSS
29:33 | Scarlett: STUCK IN THE ABYSS
29:33 | p87: PEW PEW PEW
29:33 | rayosmemokamikaze: you didn't! so proud of you!!!!
29:33 | ninggg: Tskr!
29:33 | gomi no kami: :baguette_bread::baguette_bread::baguette_bread:
29:33 | Sukaretto - I BAA in Peace: YAY!
29:33 | Yiho Alcor: mysta and vox rap partt
29:33 | Chia Ling: Vez akuma
29:33 | Sara: PEW PEW PEW PEW
29:33 | Sara: STUCK IN THE ABYSS
29:33 | jasper 💫: JAZZ ON CLOCK
29:34 | Maya: IKZZ
29:34 | vaish: JASS ON CLOCK?
29:34 | yzabel ♡: AMAZING
29:34 | char: lets gooo
29:34 | ceri: U DID GOOD DW!!
29:34 | 亦星: STUCK IN THE ABYSS
29:34 | Gracey 😈: Stuck in the abyss pew pew pew
29:34 | {•Mexydx •}: :infinity:/10
29:34 | Sirius: Kick back
29:34 | Emily_chingyee: You deep voice very good 
29:35 | Nielle Ong: YEAAAHHH YOU DID GREAATT ZALII
29:35 | MyBiAss: WOAHHHH IM EXCITED FOR THIS ONE :fire::fire::fire::fire::fire::fire::fire::fire:
29:35 | Tardy Fleetfoot 🐨: pewpewpew
29:35 | kat katalin: YOUR FAVORITEEEEE
29:35 | 溧Ritsü: :blue_heart::purple_heart::blue_heart::purple_heart:
29:35 | HektorsMan: pew pew pew
29:36 | 뭉지: TSKR
29:36 | Benilde: :baguette_bread::baguette_bread::baguette_bread::clapping_hands::clapping_hands::clapping_hands::clapping_hands:
29:36 | 渋い。♡: JAZZ IN THE ABYSSS
29:36 | Vantage: ABYSSSSS
29:36 | matchaaa_luna: STUCK IN THE ABYSS!!!!!!!! 
29:36 | khushi🍵: you nailed it!
29:36 | Ame ga kuru: nooo i'm late
29:36 | Thefangirl2002: PEW PEW
29:36 | Miyo: So great 
29:37 | Maki Bo: YOU NIALED IT ZALI
29:37 | Mari: :clapping_hands::clapping_hands::clapping_hands::clapping_hands:
29:37 | あんず: よかったよ〜〜〜:loudly_crying_face::loudly_crying_face::loudly_crying_face:
29:37 | binnie: :clapping_hands::clapping_hands::clapping_hands:
29:37 | 橘 青葉-Aoba: Lesgooooooo
29:37 | Celi~ mi🐹: niceee
29:37 | ANON🌷【あのん】: TSKR…
29:37 | Yuki_雪儿: Jazz on the clock
29:37 | miou: STUCK IN THE ABYSS Wooooo
29:37 | lorens: stuck in the abyss
29:37 | char: poggg
29:37 | Jasmine Farley: STUCK IN THE ABYSS
29:38 | Goth Parappa: STUCK IN THE ABYSSSS
29:38 | ELIO: :yougotthis::yougotthis::yougotthis::yougotthis::virtualhug::virtualhug::virtualhug::virtualhug::virtualhug:
29:38 | GnomeEngi: :saxophone::twelve_o’clock:?
29:38 | corri: STUCK IN THE ABYSS WOOOO
29:38 | Mato!: :yougotthis::yougotthis:
29:38 | niqoru: YESSSSS
29:38 | rad retro: :elbowcough::elbowcough::elbowcough::elbowcough:
29:38 | 𝔅𝔞𝔞ᵕ̈𝕭𝖗𝖊𝖊: :yougotthis:
29:38 | Airen Amori: :clapping_hands::clapping_hands::clapping_hands::clapping_hands:
29:38 | Deret: STUCK IN THE ABYSS
29:38 | Gummy Smile: WOOO
29:39 | Betty Potato: :eyes::eyes:
29:39 | Harumi🌸💛: :virtualhug::virtualhug::virtualhug:
29:39 | eveee: stuck j
29:39 | lionheart_d8: :washhands::washhands::washhands::washhands::washhands:
29:39 | sandi ★: STUCK IN THE ABYSSSS
29:39 | mrshhmllow[pie]: ig it's only debut song guys
29:40 | Rimmi:  Your doing great >\\\< 
29:40 | AKELI: JAZZ ON THE CLOCK?
29:40 | Maki Bo: YOU DID AMAZING
29:40 | ying 🌼: JAZZ ON DA CLOCK
29:40 | Rom-Steïn: time to get Stuck in the abyss
29:40 | jasper 💫: JAZZ ON CLOOOOOCCCKKK
29:40 | Janzu: Stuck in Abyss
29:41 | Clownahh: Yessss u did great so far :elbowcough::elbowcough:
29:41 | 暁山瑞希絕緣體: Jazz on the clock
29:41 | Mari: cute
29:41 | Ms. Erie : vox impression 100/10 tskr
29:41 | OnePunchEgg: Stuck in the abyss
29:42 | Dim Dom: METALLICA
29:42 | verlaine: VEZ AKUMA
29:42 | Dann: YOU GET IT
29:42 | Emily_chingyee: I love your deep voice 
29:42 | char: :elbowcough::elbowcough::elbowcough:
29:42 | //Love🦋AKI: Stuck in the Abyss Next Letssgooo
29:43 | Slash Ain: OMGGG
29:43 | 渋い。♡: JAZZ IN THE ABYSS YALL
29:43 | Reichi: STUCK IN THE ABYSS
29:43 | Alex 💟💜: You did great! :baguette_bread::baguette_bread:
29:43 | Noratori: JAZZ ON THE CLOCK PLS
29:44 | MatchaMochi: Stuck in the abyss. One of my favorites. 
29:44 | הלל אטיאס: DO MAFIA LSS
29:44 | Yiho Alcor: U STILL DOING GOODD ZALIII MAMAA
