-0:32 | こなぐすり: やしきずの悲鳴が聴こえる……(幻聴)
57:27 | をむじ: かっけえ
57:27 | 柏戸ちまき: おぉー！
57:27 | 時蕎麦: 頑張れ先生
57:28 | ねぎゆき: お！！！
57:28 | 暗黒界の社畜ワーカー: やしきず頼む…
57:28 | 實平次郎: ｻｽｶﾞﾀﾞｧ…
57:28 | デカメロン: 限界ってもんはある
57:28 | あくす: いまから！？
57:28 | ステファノ: 覚えてた
57:38 | ドデン三式: うわああああああああ
57:38 | 鼬ねろ: やば…
57:39 | ひろがーる: あああああああ
57:39 | やなゆはわ: あかーーーーん
57:39 | てあまと: 必殺メイク落としwww
57:39 | ＊桜月＊: マジかあ
57:39 | ぱちこ: うそだろ
57:39 | やまぎしひなの: これ食べるのかー
57:39 | グリム: あぁぁぁぁぁ
57:39 | (Member (2 months)) チャリ: やっば
57:40 | アーク: ヒエッ
57:40 | みりん: ？？？？
57:41 | こなぐすり: やばすぎww
57:41 | オデ: うをおおおおおお
57:41 | yuka. s.: まだ？
57:41 | 花てん: 失礼でごめん。終わってない？
57:41 | (Member (6 months)) リウ: ！？
57:41 | (Member (1 month)) suke Taco: :_10HP::_10HP::_10HP:
57:41 | りちゃん: おわってる
57:42 | テイラ: やっば
57:42 | (New member) ponponpon: :_loading::_loading::_loading:
57:42 | 名前: 草
57:42 | Linone: うっわww
57:42 | 抹茶入りの紅茶: ん？
57:42 | はりえもん: やばw
57:42 | ゲッコウ: あかんあかんあかん
57:42 | Kei Ichi: エマージェンシー？？
57:42 | 蒟蒻: やめろやめろやめろ！！
57:42 | わっしー: 社隊長どうにかしてくださいよ
57:42 | てるる: どう責任とる？
57:43 | 笹キッズ5: コットンで草
57:43 | (Member (2 months)) ツナンジュ: あかんあかん
57:43 | 露音焚羽: あああああああああ
57:43 | ニサ: おーいーはこっちの台詞だ！！！
57:43 | a i: 口に入れるものやぞおい！
57:44 | 柿酢: 配信終了してワロタ
57:44 | よしりこ#ヴァイス勢🐾🍳: あかん:double_exclamation_mark:
57:44 | 熊工廠: あまりにもエグすぎてぐるったｗ
57:44 | その辺のしゃちく: やばいやばいやばい
57:45 | 太郎: えー
57:45 | たべのこし: うわああああああ
57:45 | 雪丸: メイク落としwww
57:45 | バルティガス: YouTubeくん許してください
57:45 | 白依しろ: 草
57:45 | (Member (2 months)) ima rafan 🧚🍂: :buffering::_cry:
57:46 | 浅見とっきー: youtubeがんばれｗｗｗ
57:46 | ノート10: 薬液、、、、
57:46 | あくす: コレは大丈夫なんか・・・？
57:46 | Yuu: メイク落とし・・・？
57:46 | 鯖の塩焼き: おいおいおい
57:46 | ハマチ: 食べて大丈夫か？
57:47 | Ayakiri Kira: netまで？
57:47 | あかあか: これはまずい
57:47 | そら: ｗｗｗｗｗｗｗｗｗｗｗｗｗ
57:47 | わべ: 衛生観念がないんすよ
57:47 | るん: メイク落としやばくない？
57:47 | ひろがーる: あああああああああ
57:47 | たうたうわかめ: やばｗｗｗ
57:47 | godflower: うわああああああああ
57:48 | [ Jg ]: :buffering::buffering:
57:48 | huzuki: ええ？
57:48 | 雨日_huruhi: 死ぬぞ
57:48 | むにむに: おいいいいいい
57:48 | さんかくみんおん: まずいかもー
57:48 | babicas: hala
57:48 | 柏戸ちまき: やっちゃった……
57:48 | 七志野五平: 食えよ社
57:49 | かふぇおれ北村: グルグル
57:49 | みちる: うわあああ
57:49 | ホーリーゆうじ: やめーやｗ
57:49 | さがわ: ！？
57:49 | かずまやがみ: えええええええ
57:49 | 咲良: うそやろ？うそだよな？
57:49 | タコ焼き: ？？？？？？？？
57:49 | サイキックリフレクター𓅹: 見せられないよ！
57:50 | それロン: きったねぇｗ
57:50 | めーちゃん: こわ
57:50 | ロケッティア: 匂いつかない？
57:50 | (New member) ラビちゃん: 衛生管理局ー！
57:50 | to sa: 草
57:50 | Edie Lai: え
57:50 | オクト: うわー
57:50 | ニュイーンセイロン: 衛生観念
57:50 | 透斎賀: あー…
57:50 | MZ: :face-blue-smiling::face-blue-smiling::face-blue-smiling::face-blue-smiling:
57:50 | アキ: ｗｗｗｗｗｗｗｗ
57:50 | Jin babwe: せめて油で拭け！！！
57:50 | くーまー[ku-ma-]: え？え？
57:51 | Skmdy【ソコマデヨ】: 衛生観念ー！！！！
57:51 | Chu Shushu: メイク落としってヤバイアルコール入ってるのもあるぞ
57:51 | Roy: えぐいて
57:51 | 溶解人間ゲル: いやあああああああ
57:51 | ソデアリ ソデナシ ソデソデ: 薬品とかついてな
57:51 | ZIG: だいじょばない
57:51 | ba mi: うわああああああああああああああああああ
57:51 | ﾓﾆｮﾓﾆｮのウツボ: 健康被害出んか？
57:51 | 山之上山田: いけるいける！
57:52 | 瀬戸内海: バカバカバカ！
57:52 | てぃん: アセトンか？メイク落としって
57:52 | サバ太郎: これなんか染み込んでたりしないの？
57:52 | 猫の足: おえぇぇえぇぇぇ
57:52 | イデックス’: やっばい…
57:52 | ラビラビ: やば
57:52 | プラグ: 今からでも見捨てない
57:52 | きゅうり。: 先生優しいし生徒もかわいい
57:52 | よもぎもち3: ヨウツベ君助けて！
57:52 | たぬき米子丸: まさかの化粧水
57:52 | surarin01: またそのメイク落とし！！！
57:52 | きたなくねぇ花火: 俺もやばいと思う
57:52 | ミル: ヤバイって！！
57:52 | イケンタ: シイタケwww
57:52 | 魂鬼[たまき]: あたまおかしいｗｗ
57:52 | 上雄[かみお]: 流石にエマージェンシー案件
57:52 | バルティガス: いやぁああああああああああああ
57:52 | スノウ: あまりのやばさにつべくんがカクカクしてる
57:53 | (Member (6 months)) Jin The Great: ehhhh
57:53 | yozora: 大丈夫･･･？
57:53 | 瑄: ???
57:53 | ネコ: これ食うの！？！？？？？
57:53 | のあ: これはあかん
57:53 | elenore: ｗｗｗｗ
57:53 | うちだしんじ: 未知の領域
57:53 | 源光政: 衛生観念は鍋で死にました
57:54 | 二コミウドソ: ようつべくんがあまりのことにこれは映してはいけないと判断してる
57:54 | 星: 消えたーーー
57:54 | kaede: 大丈夫なのかｗ
57:54 | (Member (6 months)) 烏骨鶏: 草
57:54 | こんつぶ: こええ
57:54 | ひこうタイプのぺんぎん。: あかんあかんあかん！！！
57:54 | 37.0℃: お腹壊しそう
57:54 | Tak U: まあ毒ではないけども
57:54 | わっきー: メイク落とし食うの？
57:54 | トロ: は？は？は？
57:55 | るい: 衛生観念…
57:55 | John Smith: うそでしょ！？！？！？！
57:55 | Vinh Vinh: lol
57:55 | たけお: 油が…
57:56 | おきな: これヤバイ
57:56 | カラフルドーナツ: ダメじゃね？
57:56 | ざざざががが: うおおおおおおおおおお
57:56 | ∅すてぃっちgames∅: あ
57:56 | 唐揚げ食べたい: ！？
57:56 | Jin babwe: 食えるのか？
57:56 | Onちゃん: 草
57:57 | 源光政: ！！？
57:57 | かぼす: YouTube君も耐えられなくなってきた
57:57 | ウクレ: おいいいいいいいいい
57:57 | あかね: え
57:57 | S氏: いや草
57:57 | ゆるぞう: やめてえええええ
57:57 | 長屋: えっ？！
57:57 | name nick: えｗｗｗｗ
57:57 | 熊工廠: youtube「これはダメ」
57:57 | たらへる: メイク落としって食えない成分入ってないの・・・？
57:57 | ブレブレ01: youtube迫真のブロック
57:57 | ステファノ: これ火通したらえらいことなるやろ
57:57 | シフォン主義の豚: 衛生管理終わってます
57:57 | ババンバンバ: ぐるった
57:57 | ホーリーゆうじ: は？？？
57:57 | 結城: うそでしょｗｗ
57:57 | 悠然: やばいかも
57:57 | るあ: マ？
57:57 | そら: ｗｗｗｗｗｗｗｗｗｗｗｗｗ
57:57 | (Member (6 months))  momomorai: :_gorilla::_gorilla:
57:57 | 白浪: おいおいおいおい
57:57 | rot: 終わった
57:57 | (New member) 竈門しまじろう: こえええ
57:57 | godflower: 草
57:57 | Jun: 死にはせんだろうけど
57:57 | 秋人: ふざけんなｗｗ
57:58 | ヤマカワムラタ: グロ注意
57:58 | ひろがーる: 行方不明！！！！！
57:58 | selam _: !?
57:58 | にひゃくちょめちょめ: 嘘だろｗ
57:58 | ポ: くうのやしきずじゃないし・・
57:58 | ゆめ: 草
57:58 | shiru: うわああああ
57:59 | karasu858: 何を見てるんだ・・・？
57:59 | Cosmo Nova: 草
57:59 | マンハッタンP: 止まったのおまかｎかと思ったら結構居そう？
57:59 | 山本コッポラ: ｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗ
57:59 | さえ(Sae): 草
57:59 | 露音焚羽: 死なないで？
57:59 | Chu Shushu: ヤバイヤバイ
57:59 | えびFLY: うっそだろwwww
57:59 | つ。: きっっっっっったね
57:59 | 箱ボーイ: コットン食うべ
57:59 | 虹海-ななみ-: え？？？？
57:59 | 南耳見: アセトンなのか？
57:59 | つべこべ: これ以上グロ画像はNGってこと？
57:59 | オイエン工学徒: wwwww
58:00 | 10kiti じゅーきち: 嘘だろ？
58:00 | モッチーニ: 地獄
58:00 | zukasama: 草
58:00 | かぷかぷ: ｗｗｗｗ
58:00 | たちじょー: 草
58:00 | ラビラビ: 草
58:00 | ラピス: 草
58:00 | yozora: 混ざったw
58:00 | F S: 草
58:00 | ぬめ: 異物混入
58:01 | 小林壯太朗: youtube君も耐えられない
58:01 | (Member (6 months)) リウ: :_scared::_scared::_scared:
58:01 | (Member (1 month)) 佐倉あみ: 人体の口に入れていいものじゃないよね？？？ことか？？？
58:01 | 太郎: あー〜ー
58:01 | Sam Kwok: 草
58:01 | (New member) 西田: これ食べれるのｗ？
58:01 | ザン: :buffering::buffering::buffering:
58:01 | あくす: ええええええええ
58:01 | babicas: ｗｗｗｗ
58:01 | ﾓﾆｮﾓﾆｮのウツボ: あぶな！！！
58:01 | naoya: ええ?!
58:01 | こうちゃまる: YouTubeくんも見せられないって
58:01 | 鮭とば: え？
58:01 | barance: セーフ！
58:01 | (Member (2 months)) rakugaki 07: 草
58:01 | inazyo: いやいやいやw
58:01 | のず: 草
58:02 | kiri: 死ぬんじゃないの～！？
58:02 | (Member (2 months)) Charles Huang: :_bigeye::_bigeye::_bigeye:
58:02 | てるる: こうおらあああああああああ
58:02 | Quarry: だめ
58:02 | kaede: 草
58:02 | Bob: ｗ
58:03 | 迷夢: えぇ
58:03 | ニドクイン: やばすぎ
58:03 | がっちゃ: これ大丈夫なのか？
58:03 | だた: 絶対やばいって
58:03 | 蒲焼食太郎: え？？？
58:03 | ムーsyan: あっぶねｗ
58:03 | つる: なにこれ、、
58:03 | 夕: あぶねえええええ
58:03 | 岩切: やばい（やばい）
58:03 | アサイン: 隠し味にメイク落とし
58:03 | tadano: こわすぎる
58:04 | イカあたりめ: ゔぉえ
58:05 | かふぇおれ: 怖いよぉ〜〜
58:05 | るい: ｗｗｗｗｗｗｗｗｗｗ
58:05 | fish補佐: やばすぎ
58:05 | (Member (2 months)) Kaya: YouTubeが耐えられなくて草
58:05 | カノレノ: 草
58:05 | ニワシキ: は？？？？
58:05 | じーべ: 草
58:05 | ふくたま: ｗｗｗｗｗｗ
58:05 | 555laxs puuyan: うそでしょ
58:05 | Baroque Asdark: 厳選
58:05 | ぞひ(jonias): あぶねぇ
58:05 | Mk-2: 草
58:05 | こんつぶ: 草
58:06 | ほのか: やあばすぎ
58:06 | 夜鷹: これはひどいw
58:06 | 金色の屍: それはアカンてwww
58:07 | 揚げ物: You Tubeくんが拒否反応を…
58:07 | 普通のむぎちゃん: えぇ...???
58:07 | nono: youtubeくんも困惑
58:07 | マーム: やばいww
58:07 | じょば: 草
58:07 | たかさきあゆゆ: やばぁｗｗｗｗ
58:07 | ラモ: youtubeくんが恐怖で壊れたよ...
58:08 | 才華: あぶね
58:08 | すき焼き御膳: マジック
58:08 | アーク: youtubeくんが逃げた
58:08 | もぴ: 何も言うな社、何も言うな
58:08 | yuuzou 013: 化粧＝錆ってこと？
58:08 | わべ: 食品衛生管理者が白目剥いて倒れるぞ
58:08 | マンハッピー: うわぁぁぁぁぁぁぁ
58:08 | Arlisty: 岸辺隊長もびっくり
58:09 | きょうぼう: w
58:09 | おにぎり: あらええええええええええ
58:09 | 柿酢: メイク落とし混入
58:09 | Haha🍟: OMG
58:09 | ブルー: Youtubeeeeee
58:09 | サクラエル: youtubeくんもおもわず固まる
58:09 | Natsumi: 終わったら
58:09 | 世太郎: 白菜に擬態したｗ
58:09 | (New member) ラビちゃん: コットン鍋
58:09 | Ksenia: Lmao
58:09 | いちご大福Ichigo: ？？？？？？？？
58:10 | Oscar: ひぇ
58:10 | らいライ: 口に入れていいのか？
58:10 | 数字の1: あっぶね
58:10 | たうたうわかめ: あぶないｗｗｗ
58:10 | 明鏡止水: 草
58:10 | ともとも: こわ
58:10 | Moca: 怖い怖い怖い怖い
58:10 | 溶解人間ゲル: 異物混入ううううう
58:10 | マトイ: 焦ったあああ
58:10 | Daisuke Okada: 天然コットン
58:10 | さんそう: 草
58:11 | (Member (2 months)) rakugaki 07: ※料理をしています
58:11 | ソフラム: うわあああ
58:11 | COM HIRO: やばっwww
58:11 | ゆずの: 綺麗になってねえよ
58:11 | 旅人: コットン…？
58:11 | コモン: ひどすぎる
58:11 | Yasiro🐾八城: こっわ
58:11 | ROM野郎: IHと中華鍋の組み合わせがおもろすぎる
58:11 | ムカイ: やばすぎる
58:11 | †ミクタ: ここが地獄か
58:11 | Ruru515: 草
58:12 | よわぴー: えぐいえぐい
58:12 | ヒビ: 衛生　とは
58:12 | はすの: なにがあった
58:12 | 白浪: あっぶねぇ
58:12 | Cosmo Nova: やばすぎwww
58:13 | デジタルデトックス: よくねえよ
58:13 | (New member) だーやま: なにもくないんだよなぁ
58:13 | めそ: 火・・・火を通せば食べれるから・・・たぶん
58:13 | しー[si:]: どこが・・・？
58:14 | とらとら: 異物混入ですよ！？
58:14 | ミル: 溶剤とかあるだろ...？？
58:14 | アットホーム改: よくねーよwwwww
58:14 | nado tsuchi: 隠し味
58:14 | きちぇない丸: 界面活性剤とグリセリンとアルコールとかだからまぁ
58:14 | ジジ猫: こっわ
58:14 | 味付けタマゴ: 茶色
58:14 | FIAfia: こわいよー
58:14 | りちゃん: ほんと草
58:15 | 猫の足: やべーよこの人
58:15 | カミツレ: 綺麗になった…のか
58:15 | 柏戸ちまき: ヤバすぎる
58:15 | hito yo: 人体に悪かったら使えないし？
58:15 | アオガミソウヤ: oh
58:15 | アア: こっわw
58:15 | うも: やっばぁ
58:16 | 靭屋[うつぼや]悗本: あんまりな自体にようつべもお怒りやw
58:16 | ひ: せめて食べられるものをつかってくれ・・
58:16 | やまぎしひなの: メイク落とし食べるのやばいよ
58:16 | ごまどうふ: これ事件です
58:16 | RedOceanの挑戦者: 大丈夫かこれ？
58:16 | ムラ: そんなことある？！？！？！？！
58:16 | ルルギア.: 白菜にまぎれた。
58:16 | rot: 水で洗えー！
58:16 | (Member (6 months)) celine lin: :_kforkotoka::_uforsus::_sforsus::_aforkotoka:
58:18 | Ruki_(ルキ): 草
58:18 | Kakarotto: refresh minna
58:18 | てん: なにを見せられてるんだ…・？
58:18 | A I: 衛生兵ーーーー！
58:18 | なめこ: こわいこわいｗ
58:19 | てぃーち: 狂人…
58:19 | ヤマナカ: お前野菜がまだある状態で…！！？
58:19 | Rei Dog: ぎ、牛脂みたいなもんだと思えば
58:19 | 【WD】 8man: IM DYING
58:19 | iko: すげえ
58:19 | にじんすきー: 肌に触れるものだからセーフどころじゃなかった
58:19 | かまくま: これはやばい
58:19 | めがっく: ひええ・・・
58:19 | インヘリットグレース: むしろ薬物が増えたって。。。
58:19 | k I: 錆びが少し見えなくなっただけ
58:19 | (Member (6 months)) Leafdew: man yashiro laugh
58:19 | takasou: 二種類って・・・？
58:20 | ろー: メイク落としの成分..
58:20 | Skmdy【ソコマデヨ】: キレイにな…った？
58:20 | Samuel Ao: 草
58:21 | アットホーム改: ？？？？？
58:21 | (New member) らりるりれるれ: 熱消毒で何とか
