-0:13 | (Member (2 months)) シキマリ: :_AlbanIKZ::_AlbanIKZ::_AlbanIKZ:
44:43 | AOMMY .: TSKR :loudly_crying_face::pinching_hand::orange_heart:
44:43 | haruno: 死んでもいい i am crying
44:43 | (Member (2 months)) Teresa: :_AlbanCry::_AlbanCry:are we good girl/boi
44:43 | Tiffy 🎭♦️: love u
44:44 | BunBun: IM PROUD YOU TOOOO
44:44 | (Member (2 months)) Rainbrowz: no u □
44:44 | (Member (1 month)) kanae: たまーに聞こえる椅子の軋む音もやばい
44:44 | Rieya: WE LOVE YOU ALBAN:orange_heart::orange_heart::orange_heart:
44:44 | Chachaiii: Aaaaa Aaaaa aaaa
44:44 | YuanYuan媛媛: ありがとうございます
44:45 | (New member) Reppepmint: I love you:orange_heart:
44:45 | Kimberlyn: :pleading_face::pleading_face::orange_heart: 
44:45 | (Member (2 months)) さき: :_AlbanCry::_AlbanCry::_AlbanCry:
44:45 | 皐月さん: サニー生きてるかな
44:46 | Aloe: im going to cry;;
44:46 | KuroiTenshi : THANK YOU:orange_heart::orange_heart::orange_heart:
44:46 | Brownie: ありがとう
44:46 | Mancy Wong: LMAO
44:46 | (Member (2 months)) Mini ⭐️: we are proud of YOU!!! 
44:47 | zizii: Tskr
44:47 | 岩本公美子: サニー絶対大変なことになってる
44:47 | Ninaღ にな: ASMR 上手👍🏻:orange_heart:
44:47 | Laura: onii Chan (｡・//ε//・｡)
44:47 | (New member) Cuddle: :_AlbanCry:
44:47 | (New member) 【】くるみ【】: TSKRRR:_AlbanCry:
44:48 | (Member (1 month)) Hakaokun: OMG
44:48 | (New member) Yukihiko: ありがとうーーーー
44:48 | irene lin: Omg
44:48 | ʚ Moon Akm ɞ: :orange_heart::orange_heart::orange_heart::orange_heart:
44:49 | (New member) cyan: IM PROUD OF YOUUUUU
44:49 | Michael Makes an ENTRAAANCE: thank you alban :orange_heart::orange_heart:
44:49 | (Member (2 months)) roji: :_AlbanCry::_AlbanCry::_AlbanCry:
44:49 | Nayla: TSKR
44:49 | ?あ: TSKR🥹
44:50 | Ruri: :loudly_crying_face::loudly_crying_face::orange_heart::orange_heart::orange_heart:
44:51 | はるのん(陽): アルバーンくんありがとう:place_of_worship:
44:51 | 珞雲: :orange_heart::orange_heart::orange_heart:
44:51 | なる: うっっ
44:51 | Luna Nightwalker 🌙💫: You too Alban!! :pleading_face::orange_heart::orange_heart:
44:52 | Nguyễn Hiệp: ME TOO
44:52 | (Member (2 months)) 夜雪 ye xue: :_AlbanCry::_AlbanCry::_AlbanCry:
44:52 | tanimqtamo: same to you alban
44:52 | Silver Jackson: yay affirmations
44:52 | 瑜兒•Δ•: :loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face:
44:53 | Reeciez: I'M PROUD OF YOU :loudly_crying_face::loudly_crying_face::loudly_crying_face:
44:53 | (New member) 🎀 Lyrit 🎀: Tskrrr
44:53 | ドール: オーーーーン
44:53 | (Member (2 months)) Mitchie Soren: Tenchou you’re messing up my hair 
44:54 | Ailirosey 70: I love you alban
44:54 | (Member (2 months)) Sylvia Green: I'm proud of you,too□
44:54 | Amelia Szabelska: thank you:loudly_crying_face::orange_heart:
44:54 | Snow_羊兒: Tskrrrrrrrrr
44:54 | Owlowl Akaashi: thank you for being proud of me :sneezing_face:
44:55 | Tiffy 🎭♦️: proud of you too
44:55 | (Member (2 months)) Naga: □□□
44:55 | 竹: 翻訳ありがとうございます:loudly_crying_face:
44:55 | kiwi: :orange_heart::orange_heart::orange_heart:
44:56 | (New member) てぴ: うがあああ
44:56 | Tank Phạm: AGHHHHH
44:56 | (New member) ねぎねぎ: †┏┛墓┗┓†
44:56 | (Member (2 months)) machi: :_AlbanCry::_AlbanCry::_AlbanCry:
44:56 | El: im crying, he's proud of us
44:57 | えりな🎭🦊: 之後每天回放w
44:57 | Tabby: Thank you:loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face:
44:57 | haruno: 死也瞑目了
44:57 | REEEEEEEEEEEEE: E
44:57 | Starry: AWW I
44:57 | Ashe Qi: :pleading_face:
44:57 | (New member) Miles: thank you so much:_AlbanCry:
44:58 | gabrielle: I LOVE YOUUU
44:59 | tin ★: CRYINGG
45:00 | Nguyễn Hiệp: IM PROUD OF YOU TOOOOO
45:00 | (New member) 『municx』: T - T
45:00 | Yuki0-0: :orange_heart::orange_heart::orange_heart:
45:01 | Tank Phạm: grrrrr
45:01 | (Member (1 month)) Arunika: thank you Tenchou :orange_heart:
45:02 | 季修白: :orange_heart::orange_heart::orange_heart:
45:02 | (New member) Fluffy YaEn🐰: awwww:_AlbanCry::_AlbanCry::_AlbanCry:
45:02 | Ame: :orange_heart::orange_heart::orange_heart::orange_heart::orange_heart:
45:04 | ジュディ Judy: :loudly_crying_face::loudly_crying_face:TSKRRRR
45:04 | (Member (2 months)) Artistic Being: □□□
45:04 | (New member) Sumire: tskrrrr
45:04 | (New member) anda: :_AlbanCry::_AlbanCry::_AlbanCry:
45:04 | H a n i w a: 共同墓地はこちらです :person_tipping_hand:†┏┛墓┗┓†
45:04 | (Member (2 months)) さき: 翻訳本当にありがとうございます:_AlbanCry:
45:05 | (Member (2 months)) blue cherry: we are proud too:_AlbanCry:
45:06 | ｼｮﾏ: 生存者0
45:06 | (Member (1 month)) Maliciousli 🧸: were proud of you too tenchou,, thank youu □
45:06 | (Member (2 months)) Nana.___.‪: So proud of you tooo
45:07 | (Member (2 months)) えいりちゃんEiri-chan: omg
45:07 | haruno: :loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face:
45:08 | Fei:key: i hope sonny is still alive :baby_angel:
45:09 | CoraYiveland: tskr
45:09 | (Member (2 months)) みんとっと: 生きててよかったありがとうしんだ
45:09 | babbino .n: :pleading_face::orange_heart::orange_heart::orange_heart::orange_heart::orange_heart:
45:09 | (Member (1 month)) える: 翻訳TSKR
45:09 | Mancy Wong: TSKR 
45:10 | (New member) Granny Mic: okay□
45:10 | (New member) Doki: I’m proud of u!!! □□
45:10 | (Member (2 months)) Ace 【FulltimeTakaradachi】: nothing is ok right now-
45:11 | 藍藍路LonaBlue🐑: :orange_heart::orange_heart::orange_heart:
45:11 | ホタル Hotaru: thank you !!! proud of you more!!!
45:11 | (New member) 玉露 Gyokuro: Thank you DADDYBAN
45:12 | 美晴: 時々翻訳さんに出会う(　'-' ) 助かります 嬉しいありがとうございます
45:12 | 《𝚁𝚒𝚗 _𝚋𝚒》: :pleading_face::orange_heart::orange_heart:
45:12 | Ei Thinzar: i'm gonna watch this vod so many times
45:12 | Kimberlyn: just what i needed to hear. ahh i wuv you :orange_heart:
45:12 | Bella: my heart...
45:12 | Uzuen: youre doing so good alban :orange_heart::orange_heart::orange_heart:
45:12 | (Member (2 months)) Mini ⭐️: □:_AlbanCry:□
45:12 | (Member (2 months)) ichi: :_AlbanBlessed::_AlbanBlessed::_AlbanBlessed:
45:13 | Xiashi: God thank you for this gift. I will treasure this moment forever and die in peace. amen :place_of_worship:
45:14 | (Member (1 month)) SuiSui39: tskr
45:14 | (Member (2 months)) coco: PROUD OF YOU :_AlbanCry:
45:14 | (New member) Sowawu: I LOVE YOUUUUUUUUUUUUUU
45:15 | (New member) Fluffy YaEn🐰: Thank you Alban□□□
45:16 | ハピ: ILoveYou
45:17 | (Member (2 months)) Lily(MarshmallowBunny)🐇: □□□
45:17 | Ninaღ にな: Thank u Alban:orange_heart:
45:18 | Atori 尤里的瀏海要剪: Tskrrrrrr 
45:18 | 瑜兒•Δ•: Don't let me cry!!!!!:loudly_crying_face::loudly_crying_face::loudly_crying_face:
45:18 | gabrielle: FREE THERAPY
45:19 | (Member (2 months)) yammie ヤミー: Love u□
45:19 | Nicole: :orange_heart::orange_heart::orange_heart::orange_heart::orange_heart::orange_heart:
45:19 | (Member (2 months)) めかぶちゃん: もしかして、全肯定bot？？？？
45:20 | (Member (1 month)) Yam -ヤム: □□□
45:21 | (Member (2 months)) Jhe: □□□
45:21 | 🥧 Patricia 🎭: I am more than ok :smiling_face_with_halo: thank you very much 
45:21 | (Member (1 month)) 啾啾x: □
45:21 | chris._.: that "ok" is so hot TSKR
45:21 | dode..: Hi alban
45:23 | 龍燁RyuHime: :orange_heart::orange_heart::orange_heart::orange_heart:
45:23 | 兔妹: Im proud of you too alban!!!!
45:23 | Cheska Aelia: I love you so much alban :loudly_crying_face::pleading_face:
45:23 | Mia: ありがとうございます:loudly_crying_face:
45:24 | (Member (1 month)) Dani: □□□
45:24 | (Member (2 months)) McKats: so proud of you tooooo!
45:25 | (Member (2 months)) えいりちゃんEiri-chan: 全肯定ASMR…
45:25 | wtrrrr: love you
45:25 | yr0hq: VOICE TSKR!!!
45:25 | りた: Thank you……:orange_heart::orange_heart:
45:25 | あかね-akane: 翻訳助かります:loudly_crying_face:
45:25 | (Member (2 months)) Ryou: Alban 大好きです:red_heart::red_heart:
45:25 | こん: たすかる、ありがとう...
45:25 | d3stinyyz: UWAAA
45:25 | (New member) Fluffy YaEn🐰: :_AlbanCry::_AlbanCry::_AlbanCry:
45:26 | Starry: I’M PROUD OF YOU’n
45:26 | (Member (2 months)) roji: yes I will:_AlbanCry::_AlbanCry::_AlbanCry:
45:26 | Ailirosey 70: yes baby thank
45:27 | (Member (2 months)) Sin yee: :_AlbanBlessed::_AlbanBlessed::_AlbanBlessed:
45:27 | Rieya: sonny died didn't he?
45:28 | ヴィア🥞: THANK U ALBANYAN
45:28 | 莊均復: 天啊我要死了，這該死的撩人:loudly_crying_face:
45:28 | (Member (1 month)) Sakutsuki: :_AlbanCry::_AlbanCry::_AlbanCry:
45:28 | (New member) lillie 🌱: □□□
45:28 | K W: :orange_heart::orange_heart::orange_heart:
45:28 | Kaniaaa: TSKKKKRR
45:28 | (New member) 『municx』: alban i love love you
45:29 | よるよる: Follow your heart:loudly_crying_face::loudly_crying_face::loudly_crying_face:
45:29 | Nyaqua: after failing 5 classes I needed that:loudly_crying_face:
45:30 | (Member (1 month)) あやなてやん!: えぇそんっなにほめてくれるの、、、
45:30 | (Member (2 months)) Rainbrowz: :_AlbanCry:□□
45:30 | ruyi liu: i well
45:30 | (Member (2 months)) Arella : ILYYYYY
45:31 | (Member (1 month)) Zilin: thank you :_AlbanCry:
45:31 | (Member (2 months)) さき: :_AlbanCry::_AlbanCry::_AlbanCry:
45:31 | tanimqtamo: we will :hugging_face:
45:31 | Chachaiii: yes
45:32 | のしたーん: 泣けてきた…
45:33 | (Member (2 months)) Keru: I will! :_AlbanCry:
45:33 | (New member) 『municx』: □□□
45:33 | (Member (2 months)) 麻久【asahisa】: □□□
45:33 | (Member (1 month)) kanae: 限界突破です
45:34 | (Member (2 months)) blue cherry: □□□
45:34 | (Member (2 months)) CristalFlower: ITS FRE THERAPY IKZ
45:34 | (Member (1 month)) Piyawan: my heart is your....
45:34 | (Member (2 months)) Eugenekoh12: tenchou besttt tskr
45:35 | せんせん: 大丈夫だよが一番心にしみるよなぁ
45:35 | (New member) Ananan: □□□
45:35 | Snow_羊兒: First your heart then your ears
45:36 | Stargaazes: I have ascended 
45:36 | ヴィア🥞: TSKR
45:36 | pretzel: PLS THIS IS SO CUTE :loudly_crying_face:
45:36 | Naochan: WE'LL FOLLOW YOU THEN:orange_heart:
45:36 | み: ありがと
45:36 | Kyla Pinedaa: nyaaaaaa
45:36 | (New member) Sowawu: □□□□□□□□
45:37 | 美晴: p好き
45:37 | (New member) Sumire: □□□
45:37 | syacchan【しゃっちゃん】: takaradachis.... let's hold hands....
45:38 | KuroiTenshi : ALWAYS! :pleading_face::orange_heart::orange_heart::orange_heart:
45:38 | Rome: u are the one inside my heart
45:38 | 刘靖Emma: Tskr 
45:38 | (Member (1 month)) uchimouchi: :_AlbanCry::_AlbanCry::_AlbanCry:
45:38 | (Member (2 months)) Keru: Thank you....
45:39 | d3stinyyz: AWWHHH
45:39 | Thy: melting now :smiling_face_with_hearts:
45:39 | めい: 翻訳たすかる
45:39 | ｼｮﾏ: tktktktktktktk
45:39 | (Member (2 months)) Sylvia Green: I will Iwill:_AlbanCry:
45:39 | (New member) FREEDOM五条: pの音tskr
45:39 | (Member (1 month)) あやなてやん!: ないてる
45:40 | (New member) Sowawu: □□□□□□:_AlbanGlowstick::_AlbanGlowstick:
45:40 | (Member (2 months)) Ryou: □□
45:40 | 山里アリ: たすかる
45:40 | Rieya: IM GETTING SLEEPY
45:40 | 文月-fumizuki-: tskr
45:40 | Riko: :orange_heart::orange_heart::orange_heart:
45:40 | (Member (2 months)) Mini ⭐️: this is giving me a lot of reassurance :_AlbanCry::_AlbanCry:
45:40 | (New member) Fluffy YaEn🐰: Crying:_AlbanCry::_AlbanCry::_AlbanCry:
45:40 | (Member (2 months)) 。ゆりか: :_AlbanCry::_AlbanCry::_AlbanCry:
45:41 | Cheska Aelia: This is so comforting
45:41 | (Member (2 months)) Teresa: thank you :_AlbanCry::_AlbanCry:
45:41 | shortestduck: but i only want to follow you
45:41 | み: なける
45:41 | Del Mar: Love you!!!!:orange_heart::orange_heart::orange_heart:
45:42 | sunmoon サンムーン: o((*^▽^*))o
45:43 | (Member (1 month)) Himawari🌻ニャ!!: follow you
45:43 | (New member) しょこらんぬSyoko-rannu: :ring::ring::ring:
45:43 | meesou: Thank youuuu :loudly_crying_face::loudly_crying_face::loudly_crying_face:
45:43 | (Member (1 month)) LaanMao: □□□
45:43 | Mancy Wong: I CANT EVEN TYPE ANYMORE
45:44 | (Member (1 month)) Yam -ヤム: □□□
45:45 | Nayla: haii
45:45 | 阿晖晖: :pleading_face::pleading_face::pleading_face:
45:45 | zia: :loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face:
45:46 | (New member) Miles: ILYYYY
45:46 | arauw: AZJAJKKZKZKA THANK YOU KNOX
45:46 | (Member (2 months)) 夜雪 ye xue: □□□
45:47 | (Member (2 months)) Reishi🎭🐾: My heart flows to you my liege
45:47 | のしたーん: 自己肯定感爆上がりASMR配信ありがとう……
45:48 | Cheska Aelia: Sending hugsss
45:48 | yumemiru4: thankyou！！！
45:49 | ねむ_: I Love youuuuu
45:49 | (New member) R 。: □
45:49 | wtrrrr: :orange_heart::orange_heart::orange_heart::orange_heart::orange_heart::orange_heart::orange_heart::orange_heart:
45:50 | (Member (2 months)) Naga: alban is so pro at this ngl
45:50 | Mia: ｡ﾟ(ﾟ´ω`ﾟ)ﾟ｡
45:50 | (New member) ねぎねぎ: love...
45:50 | k4🌱: :loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face::loudly_crying_face:THANK YOU ALBAN
45:50 | Salfa: Thank you so much Alban
45:50 | しゅうしゃん: ありがとう……ほんとうに頑張れる
45:51 | Tank Phạm: AWWWWE
45:51 | (New member) kiwi: ty alban□
45:51 | Lynne-on: onii
45:52 | Rieya: I WILL
45:52 | (Member (1 month)) ley: THANK YOU□□
45:54 | Riko: TSKR:orange_heart::orange_heart::orange_heart:
45:55 | 🥧 Patricia 🎭: :loudly_crying_face::orange_heart::orange_heart::orange_heart:
45:55 | (Member (2 months)) Mini ⭐️: THANK YOU :_AlbanCry:
45:55 | (New member) Cuddle: □□□
45:56 | Silver Jackson: our therapy lmao
45:56 | Snow_羊兒: 每天睡前播放:orange_heart:
45:56 | Likka六花: うう
45:56 | 十一: Sonny www
45:57 | み: あるばんのASMRで生きれる
45:57 | (Member (2 months)) 夜雪 ye xue: :_AlbanCry::_AlbanCry::_AlbanCry:
45:57 | (Member (1 month)) Reizo: :_AlbanBlessed::_AlbanBlessed:
45:57 | (Member (1 month)) Arie アリ: :_AlbanCry::_AlbanCry::_AlbanCry:
45:57 | ran ran: ALBAN THANK U IM CRYING
45:57 | ちくわ: 翻訳:頑張って。どんなに難しくても君ならできるよ
45:58 | Tiffany Lum :D: Thank you nya albansaikoo!!
45:59 | syacchan【しゃっちゃん】: :pleading_face::orange_heart::pleading_face::orange_heart:
45:59 | (New member) Sowawu: :_AlbanAwawa::_AlbanAwawa::_AlbanAwawa::_AlbanAwawa:
45:59 | (New member) Sora usagi: □□□
46:00 | 賴安: awwww thank you alban:orange_heart::orange_heart::orange_heart::orange_heart:
46:00 | (Member (2 months)) yammie ヤミー: □□
46:01 | (Member (2 months)) Teresa: :_AlbanCry:
46:01 | (Member (1 month)) ALISA🥀🌙: :_AlbanBlessed::_AlbanSleep::_AlbanBlessed::_AlbanSleep::_AlbanBlessed::_AlbanSleep:
46:02 | Mayra Barria: awww thank you :orange_heart:
46:02 | (Member (2 months)) Nana.___.‪: Thank youuu:_AlbanCry::_AlbanCry:
46:03 | (Member (1 month)) Kdog1217: □□□
46:03 | 藍藍路LonaBlue🐑: Yes :orange_heart::orange_heart::orange_heart:
46:03 | み: まじでがんばれる
46:04 | なる: 毎日でも聞きたい
46:05 | Tiffy 🎭♦️: how can I stay alive here...
46:05 | (Member (2 months)) Chloe Senzai: I won't give up. I can do thisss!!! thank you□
46:05 | (New member) ねぎねぎ: 肯定たすかるマン
46:05 | Rieya: :loudly_crying_face::orange_heart::orange_heart::orange_heart::orange_heart:
46:05 | よるよる: My heart is yours
46:05 | (Member (2 months)) blue cherry: □□□
46:06 | 瑜兒•Δ•: I LOVE YOU!!!!:orange_heart::orange_heart::orange_heart::orange_heart::orange_heart:
46:06 | Starry: This is good tips isxnjsks
46:06 | Jaime: :orange_heart:I just woke up :grinning_face_with_sweat: :orange_heart:
46:06 | 蒼Love: にゃあ！
46:07 | (New member) リーシャ: 文字が打てません
46:08 | (Member (1 month)) Dani: Alban would be great at guided meditation asmr □□□
46:09 | FmonD: I actually need that rn, thanks alban
46:09 | (Member (2 months)) Reishi🎭🐾: I will!!
46:09 | (Member (2 months)) Ryou: I will.
46:09 | azarine: thank you!!!!!!!!!
46:09 | (Member (2 months)) お菓子屋: 社畜頑張れます:_AlbanCry::_AlbanCry::_AlbanCry:
46:10 | バナたろー: 呼吸たすかる
46:10 | (Member (2 months)) Keru: Thank you so, so much. :_AlbanBlessed:
46:12 | UNknown 737: this is so sweet I needed that (╥﹏╥):orange_heart:
46:12 | Tank Phạm: :yellow_heart::yellow_heart::yellow_heart::yellow_heart::yellow_heart::yellow_heart:
46:12 | Mitlein: ty :orange_heart:
46:12 | (Member (1 month)) Felica: :_AlbanCry::_AlbanCry::_AlbanCry:
46:13 | SHARKBAIT : THANK YOUU :orange_heart::orange_heart::orange_heart:
46:14 | (New member) Reppepmint: My eyes wanna closed 
46:14 | (Member (2 months)) mono drama: :_AlbanBlessed::_AlbanBlessed::_AlbanBlessed:
46:14 | (New member) Yukihiko: □□□
46:15 | (New member) QekSzan: :_AlbanBlessed:
46:15 | tanimqtamo: :orange_heart::orange_heart::orange_heart::orange_heart:
46:16 | Starry: TY TY
46:16 | 岩本公美子: い、息吹きかけないで!耳がぁあああ
46:16 | ジュディ Judy: ありがとう:loudly_crying_face:
46:16 | Ruri: is this heaven? :pleading_face:
46:16 | Yohan Yu: kyaaaaaaaaa
46:17 | めう: すきです
46:17 | (Member (2 months)) CristalFlower: THANK YOU FOR THE FREE THERAPY
46:18 | よるよる: Thank you alban
46:18 | (Member (2 months)) Mini ⭐️: □□□
46:18 | shiro: :orange_heart:
46:19 | (Member (2 months)) CristalFlower: lmaooo
46:20 | (New member) Reppepmint: Omg
46:21 | 和風ハンバーグ: 私がお姉ちゃんだ
46:21 | (Member (2 months)) Misa-chanみさ: omg
46:21 | (Member (2 months)) Nana.___.‪: lmao
46:21 | Lexa: muaw!
46:21 | みん。: ！！！
46:21 | (Member (2 months)) freckle: HAHAHHA
46:21 | Tiffany Lum :D: HAHAHAHAHHAHAHAH
46:21 | (New member) ねこぴ: 全肯定アルバーンなきそう
46:21 | Stargaazes: LMFAOAOAOA
46:21 | にこ: wwww
46:22 | (New member) Yukihiko: WWWWW
46:22 | (Member (1 month)) JaaJidz: □□□
46:22 | Jing: love you:orange_heart::orange_heart::orange_heart::orange_heart::orange_heart:
46:22 | 藍藍路LonaBlue🐑: :grinning_squinting_face::grinning_squinting_face::grinning_squinting_face:
46:22 | ruyi liu: my cat boy
46:22 | Rieya: LMAO
46:23 | (Member (1 month)) chinghoon靖勳🎭🔗: wwwwwwww
46:23 | Snow_羊兒: 為什麼可以這麼撩啦！！！！！！
46:23 | (Member (2 months)) 夜雪 ye xue: □□□
46:23 | iheartheather: I’m crying rn :(( thank you so much tenchou :orange_heart::orange_heart::orange_heart::orange_heart::orange_heart:
46:23 | (New member) Beechou: lmao
46:23 | (New member) Oh Knyox ☀️🥖: lmao
46:23 | (New member) SuuMe🌨: F
